"Player","nfl_Season","nfl_Tm","nfl_Age","nfl_Pos","nfl_G","nfl_Rushing GS","nfl_Rushing Att","nfl_Rushing Yds","nfl_Rushing TD","nfl_Rushing Lng","nfl_Rushing Y/A","nfl_Rushing Y/G","nfl_Rushing Fmb","nfl_GS","nfl_Tgt","nfl_Rec","nfl_Ctch%","nfl_Yds","nfl_Y/R","nfl_TD","nfl_Lng","nfl_Y/Tgt","nfl_R/G","nfl_Y/G","nfl_Fmb","cfb_Season","cfb_School","cfb_Conf","cfb_Att","cfb_ReceivingAvg","cfb_Senior_G","cfb_Junior_G","cfb_Sophomore_G","cfb_Freshman_G","cfb_RS_Freshman_G","cfb_Senior_Att","cfb_Junior_Att","cfb_Sophomore_Att","cfb_Freshman_Att","cfb_RS_Freshman_Att","cfb_Senior_RushingYds","cfb_Junior_RushingYds","cfb_Sophomore_RushingYds","cfb_Freshman_RushingYds","cfb_RS_Freshman_RushingYds","cfb_Senior_RushingAvg","cfb_Junior_RushingAvg","cfb_Sophomore_RushingAvg","cfb_Freshman_RushingAvg","cfb_RS_Freshman_RushingAvg","cfb_Senior_RushingTD","cfb_Junior_RushingTD","cfb_Sophomore_RushingTD","cfb_Freshman_RushingTD","cfb_RS_Freshman_RushingTD","cfb_Senior_Rec","cfb_Junior_Rec","cfb_Sophomore_Rec","cfb_Freshman_Rec","cfb_RS_Freshman_Rec","cfb_Senior_ReceivingYds","cfb_Junior_ReceivingYds","cfb_Sophomore_ReceivingYds","cfb_Freshman_ReceivingYds","cfb_RS_Freshman_ReceivingYds","cfb_Senior_ReceivingTD","cfb_Junior_ReceivingTD","cfb_Sophomore_ReceivingTD","cfb_Freshman_ReceivingTD","cfb_RS_Freshman_ReceivingTD","cfb_Senior_ScrimmagePlays","cfb_Junior_ScrimmagePlays","cfb_Sophomore_ScrimmagePlays","cfb_Freshman_ScrimmagePlays","cfb_RS_Freshman_ScrimmagePlays","cfb_Senior_ScrimmageYds","cfb_Junior_ScrimmageYds","cfb_Sophomore_ScrimmageYds","cfb_Freshman_ScrimmageYds","cfb_RS_Freshman_ScrimmageYds","cfb_Senior_ScrimmageAvg","cfb_Junior_ScrimmageAvg","cfb_Sophomore_ScrimmageAvg","cfb_Freshman_ScrimmageAvg","cfb_RS_Freshman_ScrimmageAvg","cfb_Senior_ScrimmageTD","cfb_Junior_ScrimmageTD","cfb_Sophomore_ScrimmageTD","cfb_Freshman_ScrimmageTD","cfb_RS_Freshman_ScrimmageTD","combine_Year","combine_Pos","combine_Age","combine_AV","combine_School","combine_College","combine_Height","combine_Wt","combine_40YD","combine_Vertical","combine_BenchReps","combine_Broad Jump","combine_3Cone","combine_Shuttle","combine_Drafted (tm/rnd/yr)"
"Jerick McKinnon",2014,"MIN","22","rb","11","6","113","538","0","55","4.8","48.9","0","6","41","27","65.90%","135","5","0","17","3.3","2.5","12.3","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"RB",21,22,"Georgia Southern",NA,"9-May",209,4.41,40.5,32,132,6.83,4.12,"Minnesota Vikings / 3rd / 96th pick /<U+00A0>2014"
"Jermaine Gresham",2014,"CIN","26","TE","15",NA,NA,NA,NA,NA,NA,NA,NA,"15","79","62","78.50%","460","7.4","5","23","5.8","4.1","30.7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jermaine Kearse",2014,"SEA","24","WR","15","14","2","15","0","11","7.5","1","0","14","69","38","55.10%","537","14.1","1","60","7.8","2.5","35.8","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jermaine Whitehead",2017,"GNB","24",NA,"10","0","1","7","0","7","7","0.7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jerome Cunningham",2015,"NYG","24","fb/te","9",NA,NA,NA,NA,NA,NA,NA,NA,"3","16","8","50.0%","59","7.4","0","16","3.7","0.9","6.6","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jerome Felton",2014,"MIN","28","fb","16","3","4","27","0","21","6.8","1.7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jerome Simpson",2015,"SFO","29","wr","5",NA,NA,NA,NA,NA,NA,NA,NA,"1","19","5","26.3%","54","10.8","1","16","2.8","1","10.8","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jerrel Jernigan",2014,"NYG","25","wr","2","1","1","-2","0","-2","-2","-1","0","1","9","6","66.70%","40","6.7","0","11","4.4","3","20","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jerricho Cotchery",2014,"CAR","32","WR","15",NA,NA,NA,NA,NA,NA,NA,NA,"13","78","48","61.50%","580","12.1","1","47","7.4","3.2","38.7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jesse James",2015,"PIT","21","te","8",NA,NA,NA,NA,NA,NA,NA,NA,"2","11","8","72.7%","56","7","1","20","5.1","1","7","0",2014,"Penn State","Big Ten","0","10.4","13","10",NA,NA,NA,"0","0",NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,"38","25",NA,NA,NA,"396","333",NA,NA,NA,"3","3",NA,NA,NA,"38","25",NA,NA,NA,"396","333",NA,NA,NA,"10.4","13.3",NA,NA,NA,"3","3",NA,NA,NA,2015,"TE",20,10,"Penn St.","College Stats","7-Jun",261,4.83,37.5,26,121,7.53,4.5,"Pittsburgh Steelers / 5th / 160th pick / 2015"
"Jim Dray",2014,"CLE","28","TE","16",NA,NA,NA,NA,NA,NA,NA,NA,"8","27","17","63.00%","242","14.2","1","31","9","1.1","15.1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jimmy Clausen",2014,"CHI","27","qb","4","1","3","9","0","4","3","2.3","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jimmy Garoppolo",2014,"NWE","23",NA,"6","0","10","9","0","9","0.9","1.5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"QB",22,10,"East. Illinois",NA,"2-Jun",226,4.97,30.5,NA,110,7.04,4.26,"New England Patriots / 2nd / 62nd pick /<U+00A0>2014"
"Jimmy Graham",2014,"NOR","28","TE","16",NA,NA,NA,NA,NA,NA,NA,NA,"13","125","85","68.00%","889","10.5","10","29","7.1","5.3","55.6","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JJ Jones",2018,"2TM","26",NA,"4","0","1","0","0","0","0","0","2","0","1","1","100.00%","3","3","0","3","3","0.3","0.8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JJ Nelson",2015,"ARI","23","wr","11","2","1","0","0","0","0","0","1","2","27","11","40.7%","299","27.2","2","64","11.1","1","27.2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joe Banyard",2014,"MIN","26",NA,"15","0","21","88","0","16","4.2","5.9","0","0","11","9","81.80%","62","6.9","0","12","5.6","0.6","4.1","0",2011,"UTEP","CUSA","127","5.6","12","13",NA,NA,NA,"127","109",NA,NA,NA,"832","623",NA,NA,NA,"6.6","5.7",NA,NA,NA,"6","8",NA,NA,NA,"12","17",NA,NA,NA,"67","107",NA,NA,NA,"0","0",NA,NA,NA,"139","126",NA,NA,NA,"899","730",NA,NA,NA,"6.5","5.8",NA,NA,NA,"6","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joe Flacco",2014,"BAL","29","QB","16","16","39","70","2","15","1.8","4.4","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joe Kerridge",2016,"GNB","24",NA,"8","0","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joe McKnight",2014,"KAN","26",NA,"2","0","1","3","0","3","3","1.5","0","0","7","6","85.70%","64","10.7","2","26","9.1","3","32","0",2009,"USC","Pac-10","164","6.6","12",NA,NA,NA,NA,"164",NA,NA,NA,NA,"1014",NA,NA,NA,NA,"6.2",NA,NA,NA,NA,"8",NA,NA,NA,NA,"22",NA,NA,NA,NA,"146",NA,NA,NA,NA,"0",NA,NA,NA,NA,"186",NA,NA,NA,NA,"1160",NA,NA,NA,NA,"6.2",NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joe Mixon",2017,"CIN","21","rb","14","7","178","626","4","25","3.5","44.7","3","7","34","30","88.2%","287","9.6","0","67","8.4","2.1","20.5","3",2016,"Oklahoma","Big 12","187","14.5","12","13",NA,NA,NA,"187","113",NA,NA,NA,"1274","753",NA,NA,NA,"6.8","6.7",NA,NA,NA,"10","7",NA,NA,NA,"37","28",NA,NA,NA,"538","356",NA,NA,NA,"5","4",NA,NA,NA,"224","141",NA,NA,NA,"1812","1109",NA,NA,NA,"8.1","7.9",NA,NA,NA,"15","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joe Morgan",2014,"NOR","26","wr","5","2","1","67","0","67","67","13.4","0","2","10","4","40.00%","92","23","0","62","9.2","0.8","18.4","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joe Reitz",2015,"IND","30","rg/T","16","14","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joe Staley",2018,"SFO","34","T","16",NA,NA,NA,NA,NA,NA,NA,NA,"16","1","1","100.00%","-5","-5","0","-5","-5","0.1","-0.3","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joe Webb",2014,"CAR","28",NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,"0","3","1","33.30%","16","16","0","16","5.3","0.1","2.3","0",2009,"UAB","CUSA","227","6.0","12",NA,NA,NA,NA,"227",NA,NA,NA,NA,"1427",NA,NA,NA,NA,"6.3",NA,NA,NA,NA,"11",NA,NA,NA,NA,"2",NA,NA,NA,NA,"12",NA,NA,NA,NA,"1",NA,NA,NA,NA,"229",NA,NA,NA,NA,"1439",NA,NA,NA,NA,"6.3",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joey Iosefa",2015,"NWE","24",NA,"2","0","15","51","0","15","3.4","25.5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Hawaii","MWC","151","6.9","6","5","8","13",NA,"151","126","125","110",NA,"617","590","463","548",NA,"4.1","4.7","3.7","5.0",NA,"8","5","1","7",NA,"11","10","19","20",NA,"76","87","153","122",NA,"0","1","1","1",NA,"162","136","144","130",NA,"693","677","616","670",NA,"4.3","5","4.3","5.2",NA,"8","6","2","8",NA,2015,"FB",23,0,"Hawaii","College Stats","Jun-00",247,5.02,31.5,30,110,7.24,4.33,"Tampa Bay Buccaneers / 7th / 231st pick / 2015"
"John Brown",2014,"ARI","24","wr","16","5","3","-6","0","2","-2","-0.4","0","5","102","48","47.10%","696","14.5","5","75","6.8","3","43.5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"WR",23,27,"Pittsburg St.",NA,"10-May",179,4.34,36.5,NA,119,6.91,4.12,"Arizona Cardinals / 3rd / 91st pick /<U+00A0>2014"
"John Carlson",2014,"ARI","30","rb/TE","16",NA,NA,NA,NA,NA,NA,NA,NA,"12","55","33","60.00%","350","10.6","1","32","6.4","2.1","21.9","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"John Conner",2014,"NYJ","27","fb","12","3","6","20","0","13","3.3","1.7","0","3","3","2","66.70%","35","17.5","1","26","11.7","0.2","2.9","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"John Crockett",2015,"GNB","23",NA,"2","0","9","21","0","12","2.3","10.5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"RB",23,0,"North Dakota St.",NA,"Jun-00",217,4.62,40,15,125,7.15,4.25,NA
"John Kelly",2018,"LAR","22",NA,"4","0","27","74","0","7","2.7","18.5","0","0","3","2","66.70%","27","13.5","0","18","9","0.5","6.8","0",2017,"Tennessee","SEC","189","8.1","11","11",NA,NA,NA,"189","98",NA,NA,NA,"778","630",NA,NA,NA,"4.1","6.4",NA,NA,NA,"9","5",NA,NA,NA,"37","6",NA,NA,NA,"299","51",NA,NA,NA,"0","0",NA,NA,NA,"226","104",NA,NA,NA,"1077","681",NA,NA,NA,"4.8","6.5",NA,NA,NA,"9","5",NA,NA,NA,2018,"RB",21,1,"Tennessee","College Stats","10-May",216,NA,35,15,120,7.13,4.51,"Los Angeles Rams / 6th / 176th pick /<U+00A0>2018"
"John Kuhn",2014,"GNB","32","fb","16","2","24","85","1","11","3.5","5.3","0","2","4","4","100.00%","23","5.8","0","9","5.8","0.3","1.4","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"John Phillips",2014,"SDG","27","te","16",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","100.00%","1","1","1","1","1","0.1","0.1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"John Ross",2017,"CIN","23","wr","3","1","1","12","0","12","12","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Washington","Pac-12","8","14.2","14",NA,NA,NA,NA,"8",NA,NA,NA,NA,"102",NA,NA,NA,NA,"12.8",NA,NA,NA,NA,"1",NA,NA,NA,NA,"81",NA,NA,NA,NA,"1150",NA,NA,NA,NA,"17",NA,NA,NA,NA,"89",NA,NA,NA,NA,"1252",NA,NA,NA,NA,"14.1",NA,NA,NA,NA,"18",NA,NA,NA,NA,2017,"WR",22,2,"Washington","College Stats","11-May",188,4.22,37,NA,133,NA,NA,"Cincinnati Bengals / 1st / 9th pick /<U+00A0>2017"
"Johnny Hekker",2018,"LAR","28","P","16","0","1","3","0","3","3","0.2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnny Holton",2016,"OAK","25",NA,"15","0","6","43","0","29","7.2","2.9","1","0","3","2","66.7%","34","17","0","30","11.3","0.1","2.3","1",2014,"Cincinnati","American","0","14.9","13",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"29",NA,NA,NA,NA,"431",NA,NA,NA,NA,"5",NA,NA,NA,NA,"29",NA,NA,NA,NA,"431",NA,NA,NA,NA,"14.9",NA,NA,NA,NA,"5",NA,NA,NA,NA,2016,"WR",NA,NA,"Cincinnati","College Stats","1-Jun",190,4.54,31.5,8,123,NA,NA,NA
"Johnny Manziel",2014,"CLE","22","qb","5","2","9","29","1","10","3.2","5.8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Texas A&M","SEC","144",NA,"13","13",NA,NA,NA,"144","201",NA,NA,NA,"759","1410",NA,NA,NA,"5.3","7",NA,NA,NA,"9","21",NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"144","201",NA,NA,NA,"759","1410",NA,NA,NA,"5.3","7",NA,NA,NA,"9","21",NA,NA,NA,2014,"QB",21,5,"Texas A&M","College Stats","Jun-00",207,4.68,31.5,NA,113,6.75,4.03,"Cleveland Browns / 1st / 22nd pick /<U+00A0>2014"
"Johnny Mundt",2018,"LAR","24",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,"0","1","1","100.00%","5","5","0","5","5","0.1","0.5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
